Rank,Player,Pos,Team Signed,Age At Signing,Start,End,Yrs,Value,AAV,Type,Value Adjusted,AAV adjusted,Performance Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,Season,Efficiency,TS%,PIE,PIE_scaled
234,Buddy Hield,SG,PHI,31,2024,2027,4,"$37,756,096 ","$9,439,024 ",sign-and-trade,"$37,756,096.00 ",9439024.0,2023-24,1627741.0,Buddy Hield,Buddy,1610612755.0,PHI,31.0,84.0,46.0,38.0,0.548,25.7,4.4,10.1,0.436,2.6,6.8,0.386,0.6,0.7,0.881,0.7,2.5,3.2,2.8,1.2,0.8,0.5,0.4,2.0,0.5,12.1,0.8,22.9,1.0,0.0,23.3,1.0,52.0,77.0,266.0,170.0,147.0,121.0,346.0,34.0,37.0,135.0,347.0,379.0,65.0,258.0,245.0,259.0,141.0,167.0,150.0,164.0,234.0,153.0,430.0,139.0,184.0,164.0,190.0,38.0,142.0,2023-24,12.400000000000004,0.5812836279784781,3.6471317661647356e-05,38.3177570093458
235,Richard Hamilton,SG,DET,31,2010,2010,3,"$37,500,000 ","$12,500,000 ",Extension,"$52,389,958.73 ",17463319.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Markelle Fultz,PG,PHI,18,2017,2020,4,"$37,400,017 ","$9,350,004 ",Rookie,"$46,494,431.58 ",11623607.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Cory Joseph,PG,SAC,27,2019,2021,3,"$37,200,000 ","$12,400,000 ",Free Agent,"$44,328,666.41 ",14776222.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Derek Fisher,PG,GSW,29,2004,2010,6,"$37,000,000 ","$6,166,667 ",,"$59,681,842.24 ",9946973.71,2003-04,965.0,Derek Fisher,Derek,1610612747.0,LAL,29.0,82.0,56.0,26.0,0.683,21.5,2.5,7.0,0.352,0.6,2.2,0.291,1.5,1.9,0.797,0.4,1.5,1.9,2.3,1.0,1.3,0.0,0.2,1.4,0.0,7.1,1.3,15.7,0.0,0.0,14.5,3.0,14.0,235.0,54.0,195.0,207.0,169.0,388.0,123.0,102.0,197.0,159.0,176.0,130.0,340.0,304.0,321.0,117.0,249.0,49.0,374.0,305.0,320.0,69.0,185.0,99.0,204.0,235.0,19.0,204.0,2003-04,6.700000000000001,0.4530372639101582,1.9706276478470744e-05,24.999999999999993
239,Alex Caruso,SG,CHI,27,2021,2024,4,"$36,980,000 ","$9,245,000 ",Free Agent,"$41,471,497.98 ",10367874.49,2020-21,1627936.0,Alex Caruso,Alex,1610612747.0,LAL,27.0,58.0,32.0,26.0,0.552,21.0,2.3,5.3,0.436,0.9,2.4,0.401,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.3,1.1,0.3,0.4,1.9,1.8,6.4,2.1,16.8,0.0,0.0,15.7,157.0,115.0,181.0,199.0,248.0,321.0,308.0,298.0,235.0,263.0,90.0,293.0,267.0,429.0,293.0,291.0,305.0,129.0,151.0,62.0,303.0,226.0,204.0,160.0,315.0,101.0,270.0,245.0,29.0,276.0,2020-21,8.700000000000001,0.5449591280653951,2.558874706905903e-05,29.67289719626168
240,Arron Afflalo,SG,DEN,25,2011,2014,5,"$36,712,500 ","$7,342,500 ",,"$49,738,989.55 ",9947797.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Ausar Thompson,SG,DET,20,2023,2026,4,"$36,246,405 ","$9,061,601 ",Rookie,"$36,912,699.21 ",9228174.8,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T242,Coby White,PG,CHI,23,2023,2025,3,"$36,000,000 ","$12,000,000 ",Free Agent,"$36,661,764.71 ",12220588.24,2022-23,1629632.0,Coby White,Coby,1610612741.0,CHI,23.0,74.0,37.0,37.0,0.5,23.4,3.6,8.0,0.443,1.7,4.6,0.372,0.8,0.9,0.871,0.2,2.6,2.9,2.8,1.0,0.7,0.1,0.3,1.6,1.3,9.7,1.9,18.7,1.0,0.0,18.6,79.0,110.0,82.0,264.0,200.0,197.0,174.0,311.0,104.0,107.0,171.0,293.0,334.0,83.0,467.0,217.0,291.0,134.0,225.0,177.0,462.0,254.0,269.0,256.0,189.0,102.0,223.0,192.0,39.0,208.0,2022-23,10.7,0.577656026679371,3.1177094130117895e-05,34.112149532710276
T242,D'Angelo Russell,PG,LAL,27,2023,2024,2,"$36,000,000 ","$18,000,000 ",Free Agent,"$36,661,764.71 ",18330882.36,2022-23,1626156.0,D'Angelo Russell,D'Angelo,1610612747.0,LAL,27.0,71.0,39.0,32.0,0.549,32.5,6.3,13.4,0.469,2.7,6.9,0.396,2.5,3.0,0.829,0.5,2.5,3.0,6.2,2.6,1.0,0.4,0.3,2.0,2.6,17.8,1.2,32.2,9.0,0.0,32.5,109.0,89.0,156.0,187.0,70.0,77.0,72.0,229.0,25.0,35.0,97.0,89.0,97.0,159.0,335.0,235.0,271.0,28.0,41.0,89.0,176.0,255.0,185.0,95.0,70.0,146.0,73.0,70.0,39.0,67.0,2022-23,18.199999999999996,0.6046195652173914,5.353048237435336e-05,51.86915887850466
T244,R.J. Barrett,SG,NYK,18,2019,2022,4,"$35,596,275 ","$8,899,069 ",Rookie,"$42,417,618.27 ",10604404.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T244,LaMelo Ball,PG,CHA,19,2020,2023,4,"$35,596,275 ","$8,899,069 ",Rookie,"$41,909,524.70 ",10477381.18,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Austin Rivers,SG,LAC,23,2016,2018,3,"$35,475,000 ","$11,825,000 ",,"$45,038,468.75 ",15012822.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Michael Finley,SG,DAL,31,2005,2006,2,"$34,735,749 ","$17,367,875 ",amnesty,"$54,193,459.91 ",27096729.95,2004-05,714.0,Michael Finley,Michael,1610612742.0,DAL,32.0,64.0,48.0,16.0,0.75,37.0,6.0,14.2,0.427,1.8,4.5,0.407,1.8,2.1,0.831,0.7,3.4,4.1,2.6,0.9,0.8,0.3,0.5,1.9,0.0,15.7,5.9,26.7,1.0,0.0,26.3,223.0,49.0,352.0,19.0,34.0,53.0,44.0,257.0,25.0,31.0,41.0,155.0,184.0,90.0,253.0,118.0,152.0,96.0,256.0,154.0,204.0,177.0,259.0,81.0,57.0,14.0,84.0,173.0,14.0,75.0,2004-05,14.1,0.5190425813276911,4.147141766364739e-05,42.28971962616822
249,De'Anthony Melton,SG,MEM,22,2020,2023,4,"$34,627,688 ","$8,656,922 ",Free Agent,"$40,769,151.98 ",10192287.99,2019-20,1629001.0,De'Anthony Melton,De'Anthony,1610612763.0,MEM,22.0,60.0,27.0,33.0,0.45,19.5,2.7,6.7,0.401,0.7,2.3,0.286,1.6,2.0,0.769,0.7,3.0,3.7,2.9,1.4,1.3,0.3,0.4,1.8,1.8,7.6,2.0,19.8,0.0,0.0,18.1,151.0,181.0,111.0,292.0,255.0,264.0,219.0,395.0,278.0,264.0,354.0,159.0,157.0,254.0,224.0,209.0,222.0,112.0,138.0,35.0,222.0,195.0,251.0,159.0,242.0,103.0,195.0,239.0,29.0,211.0,2019-20,10.000000000000002,0.5013192612137203,2.9412352952941416e-05,32.71028037383178
250,Spencer Dinwiddie,PG,BKN,25,2019,2021,3,"$34,362,144 ","$11,454,048 ",Veteran Extension,"$40,946,989.74 ",13648996.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,E'Twaun Moore,SG,NOP,26,2016,2019,4,"$34,000,000 ","$8,500,000 ",,"$43,165,833.33 ",10791458.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,T.J. McConnell,PG,IND,29,2021,2024,4,"$33,600,000 ","$8,400,000 ",Free Agent,"$37,680,971.66 ",9420242.91,2020-21,204456.0,T.J. McConnell,T.J.,1610612754.0,IND,29.0,69.0,33.0,36.0,0.478,26.0,4.0,7.1,0.559,0.2,0.7,0.313,0.5,0.7,0.688,0.8,2.9,3.7,6.6,2.0,1.9,0.3,0.4,1.6,1.0,8.6,1.0,27.6,5.0,1.0,23.6,32.0,107.0,45.0,286.0,159.0,165.0,224.0,55.0,411.0,425.0,331.0,407.0,397.0,392.0,198.0,220.0,216.0,18.0,73.0,2.0,238.0,191.0,271.0,297.0,225.0,151.0,100.0,90.0,17.0,137.0,2020-21,15.8,0.5804535637149029,4.647151766564743e-05,46.261682242990645
253,Lonzo Ball,PG,LAL,19,2017,2020,4,"$33,471,622 ","$8,367,906 ",Rookie,"$41,610,784.27 ",10402696.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Matisse Thybulle,SG,POR,26,2023,2025,3,"$33,075,000 ","$11,025,000 ",Free Agent,"$33,682,996.32 ",11227665.44,2022-23,1629680.0,Matisse Thybulle,Matisse,1610612757.0,POR,26.0,71.0,38.0,33.0,0.535,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.3,0.4,0.679,0.6,1.4,2.0,0.7,0.3,1.2,0.5,0.1,1.6,0.5,4.1,-0.2,12.1,0.0,0.0,10.8,109.0,95.0,138.0,214.0,305.0,407.0,389.0,344.0,277.0,297.0,204.0,463.0,462.0,398.0,311.0,399.0,394.0,410.0,468.0,45.0,154.0,472.0,289.0,451.0,407.0,262.0,343.0,253.0,39.0,362.0,2022-23,6.000000000000001,0.5429025423728813,1.7647411771764847e-05,23.364485981308405
T256,Gabe Vincent,PG,LAL,27,2023,2025,3,"$33,000,000 ","$11,000,000 ",Free Agent,"$33,606,617.65 ",11202205.88,2022-23,1629216.0,Gabe Vincent,Gabe,1610612748.0,MIA,27.0,68.0,37.0,31.0,0.544,25.9,3.4,8.3,0.402,1.7,5.1,0.334,1.0,1.1,0.872,0.4,1.7,2.1,2.5,1.4,0.9,0.1,0.3,2.3,1.4,9.4,-0.4,17.3,0.0,0.0,17.7,133.0,110.0,164.0,199.0,168.0,217.0,162.0,433.0,107.0,82.0,291.0,248.0,285.0,81.0,377.0,355.0,376.0,154.0,153.0,110.0,474.0,301.0,123.0,227.0,196.0,286.0,236.0,253.0,39.0,223.0,2022-23,8.6,0.535063752276867,2.5294623539529612e-05,29.439252336448593
T256,Leandro Barbosa,SG,TOR,24,2007,2011,5,"$33,000,000 ","$6,600,000 ",Extension,"$48,505,065.12 ",9701013.02,2006-07,2571.0,Leandro Barbosa,Leandro,1610612756.0,PHX,24.0,80.0,59.0,21.0,0.738,32.7,6.6,13.9,0.476,2.4,5.5,0.434,2.5,2.9,0.845,0.3,2.4,2.7,4.0,1.8,1.2,0.2,0.6,2.6,2.9,18.1,5.8,29.5,5.0,0.0,29.8,53.0,9.0,315.0,38.0,86.0,41.0,40.0,118.0,7.0,13.0,22.0,98.0,116.0,70.0,389.0,201.0,246.0,56.0,100.0,40.0,253.0,94.0,115.0,92.0,41.0,15.0,68.0,99.0,17.0,54.0,2006-07,16.7,0.5963363205060622,4.9118629431412156e-05,48.364485981308405
T256,T.J. Ford,PG,TOR,24,2007,2010,4,"$33,000,000 ","$8,250,000 ",,"$48,505,065.12 ",12126266.28,2006-07,2551.0,T.J. Ford,T.J.,1610612761.0,TOR,24.0,75.0,43.0,32.0,0.573,29.9,5.2,12.0,0.436,0.3,0.9,0.304,3.2,3.9,0.819,0.7,2.4,3.1,7.9,3.1,1.3,0.1,0.6,2.5,3.2,14.0,0.4,30.9,20.0,0.0,28.2,117.0,69.0,175.0,132.0,110.0,77.0,72.0,243.0,206.0,214.0,209.0,63.0,74.0,107.0,232.0,192.0,207.0,6.0,16.0,31.0,316.0,78.0,137.0,74.0,80.0,142.0,54.0,31.0,17.0,69.0,2006-07,15.800000000000002,0.510352872557597,4.647151766564744e-05,46.26168224299066
T256,Dante Exum,PG,UTA,22,2018,2020,3,"$33,000,000 ","$11,000,000 ",,"$40,044,205.50 ",13348068.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Jaden Ivey,SG,DET,20,2022,2025,4,"$32,951,083 ","$8,237,771 ",Rookie,"$34,922,417.36 ",8730604.34,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Anthony Black,SG,ORL,19,2023,2026,4,"$32,929,836 ","$8,232,459 ",Rookie,"$33,535,163.87 ",8383790.97,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Wesley Matthews,SG,POR,23,2010,2014,5,"$32,526,600 ","$6,505,320 ",,"$45,441,792.85 ",9088358.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Luka Doncic,PG,DAL,18,2018,2021,4,"$32,467,751 ","$8,116,938 ",Rookie,"$39,398,342.21 ",9849585.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Beno Udrih,PG,SAC,25,2008,2012,5,"$32,393,000 ","$6,478,600 ",,"$45,843,692.99 ",9168738.6,2007-08,2757.0,Beno Udrih,Beno,1610612758.0,SAC,25.0,65.0,31.0,34.0,0.477,32.0,5.0,10.9,0.463,0.8,2.1,0.387,1.9,2.3,0.85,0.5,2.8,3.3,4.3,2.3,0.9,0.2,0.8,2.1,2.0,12.8,-0.3,24.1,3.0,0.0,23.4,222.0,197.0,152.0,246.0,86.0,85.0,88.0,155.0,125.0,142.0,74.0,122.0,156.0,64.0,282.0,158.0,189.0,44.0,51.0,114.0,290.0,57.0,172.0,146.0,91.0,217.0,114.0,127.0,17.0,106.0,2007-08,12.899999999999999,0.5372733378106112,3.794193530929442e-05,39.48598130841121
T265,Jeff Teague,PG,ATL,24,2013,2016,4,"$32,000,000 ","$8,000,000 ",,"$41,865,178.19 ",10466294.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T265,Avery Bradley,PG,BOS,23,2014,2017,4,"$32,000,000 ","$8,000,000 ",,"$41,193,071.40 ",10298267.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T265,Caris LeVert,SG,CLE,28,2023,2024,2,"$32,000,000 ","$16,000,000 ",Free Agent,"$32,588,235.29 ",16294117.64,2022-23,1627747.0,Caris LeVert,Caris,1610612739.0,CLE,28.0,74.0,45.0,29.0,0.608,30.2,4.3,10.0,0.431,1.7,4.4,0.392,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1.6,1.0,0.3,0.4,2.3,2.2,12.1,2.6,24.8,1.0,0.0,24.1,79.0,35.0,199.0,112.0,106.0,138.0,119.0,354.0,108.0,122.0,109.0,141.0,134.0,346.0,257.0,172.0,197.0,85.0,121.0,91.0,234.0,181.0,112.0,117.0,135.0,70.0,141.0,192.0,39.0,138.0,2022-23,13.2,0.5472141823444283,3.882430589788267e-05,40.18691588785046
T265,Max Christie,SG,LAL,21,2024,2027,4,"$32,000,000 ","$8,000,000 ",Free Agent,"$32,000,000.00 ",8000000.0,2023-24,1631108.0,Max Christie,Max,1610612747.0,LAL,21.0,67.0,38.0,29.0,0.567,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.5,0.3,0.3,0.3,0.9,0.4,4.2,-0.3,9.3,0.0,0.0,9.0,166.0,124.0,179.0,233.0,356.0,389.0,381.0,387.0,306.0,325.0,243.0,370.0,386.0,252.0,488.0,322.0,364.0,389.0,378.0,419.0,311.0,294.0,448.0,448.0,384.0,277.0,403.0,257.0,38.0,393.0,2023-24,5.000000000000001,0.5373592630501536,1.4706176476470706e-05,21.02803738317757
T265,Seth Curry,SG,DAL,28,2019,2022,4,"$32,000,000 ","$8,000,000 ",Free Agent,"$38,132,186.16 ",9533046.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Jeremy Lamb,SG,IND,26,2019,2021,3,"$31,500,000 ","$10,500,000 ",Free Agent,"$37,536,370.75 ",12512123.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Marcus Thornton,SG,SAC,23,2011,2014,4,"$31,150,000 ","$7,787,500 ",,"$42,202,779.01 ",10550694.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Dwyane Wade,SG,MIA,31,2014,2015,2,"$31,125,000 ","$15,562,500 ",,"$40,066,698.35 ",20033349.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Talen Horton-Tucker,SG,LAL,20,2021,2023,3,"$30,780,000 ","$10,260,000 ",Free Agent,"$34,518,461.54 ",11506153.85,2020-21,1629659.0,Talen Horton-Tucker,Talen,1610612747.0,LAL,20.0,65.0,39.0,26.0,0.6,20.1,3.4,7.5,0.458,0.6,2.0,0.282,1.5,2.0,0.775,0.4,2.2,2.6,2.8,1.6,1.0,0.3,0.5,2.0,1.7,9.0,0.2,18.6,4.0,0.0,17.5,81.0,56.0,181.0,143.0,262.0,203.0,206.0,225.0,326.0,305.0,380.0,168.0,171.0,264.0,375.0,307.0,330.0,128.0,111.0,98.0,249.0,153.0,183.0,176.0,213.0,212.0,228.0,105.0,29.0,233.0,2020-21,9.5,0.5369928400954653,2.7941735305294347e-05,31.542056074766354
274,Kyle Lowry,PG,TOR,33,2020,2020,1,"$30,500,000 ","$30,500,000 ",Veteran Extension,"$35,909,389.49 ",35909389.49,2019-20,200768.0,Kyle Lowry,Kyle,1610612761.0,TOR,34.0,58.0,41.0,17.0,0.707,36.2,5.8,13.8,0.416,2.8,8.0,0.352,5.1,5.9,0.857,0.6,4.5,5.0,7.5,3.1,1.4,0.4,0.8,3.3,5.6,19.4,4.7,39.2,15.0,2.0,38.5,173.0,60.0,315.0,61.0,4.0,79.0,59.0,349.0,19.0,15.0,212.0,17.0,20.0,83.0,284.0,82.0,114.0,9.0,19.0,23.0,164.0,66.0,19.0,14.0,42.0,22.0,32.0,35.0,12.0,27.0,2019-20,21.799999999999994,0.5916077091973652,6.441305296694166e-05,60.514018691588745
275,Kentavious Caldwell-Pope,SG,DEN,29,2023,2024,2,"$30,145,123 ","$15,072,562 ",Veteran Extension,"$30,699,261.29 ",15349630.64,2022-23,203484.0,Kentavious Caldwell-Pope,Kentavious,1610612743.0,DEN,30.0,76.0,51.0,25.0,0.671,31.3,3.8,8.3,0.462,1.8,4.2,0.423,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.1,1.5,0.5,0.1,1.9,1.9,10.8,6.5,22.4,0.0,0.0,21.6,55.0,10.0,268.0,55.0,86.0,172.0,163.0,248.0,100.0,131.0,47.0,191.0,216.0,165.0,341.0,276.0,308.0,158.0,197.0,17.0,149.0,448.0,202.0,155.0,157.0,7.0,171.0,253.0,39.0,169.0,2022-23,12.1,0.5997334517992003,3.588307060258852e-05,37.85046728971962
277,Alec Burks,SG,NYK,30,2021,2023,3,"$30,038,400 ","$10,012,800 ",Free Agent,"$33,686,788.66 ",11228929.55,2020-21,202692.0,Alec Burks,Alec,1610612752.0,NYK,29.0,49.0,27.0,22.0,0.551,25.6,4.3,10.2,0.42,2.1,5.0,0.415,2.1,2.4,0.856,0.4,4.2,4.6,2.2,1.0,0.6,0.3,0.6,2.1,1.9,12.7,2.6,23.3,3.0,0.0,23.4,250.0,189.0,245.0,201.0,170.0,149.0,120.0,355.0,72.0,99.0,54.0,104.0,119.0,112.0,345.0,99.0,149.0,166.0,227.0,241.0,270.0,103.0,149.0,147.0,130.0,79.0,151.0,115.0,29.0,141.0,2020-21,13.2,0.5641435678749112,3.882430589788267e-05,40.18691588785046
T278,Will Barton,SG,DEN,30,2021,2022,2,"$30,000,000 ","$15,000,000 ",Free Agent,"$33,643,724.70 ",16821862.35,2020-21,203115.0,Will Barton,Will,1610612743.0,DEN,30.0,56.0,37.0,19.0,0.661,31.0,4.6,10.9,0.426,1.8,4.6,0.381,1.7,2.2,0.785,0.7,3.3,4.0,3.2,1.7,0.9,0.4,0.6,1.7,1.7,12.7,4.1,24.6,0.0,0.0,24.3,180.0,73.0,306.0,93.0,83.0,132.0,107.0,331.0,114.0,121.0,153.0,145.0,146.0,246.0,231.0,172.0,188.0,104.0,99.0,124.0,194.0,105.0,252.0,168.0,131.0,40.0,133.0,245.0,29.0,128.0,2020-21,12.699999999999996,0.5350522413211998,3.735368825023558e-05,39.01869158878503
T278,Payton Pritchard,PG,BOS,25,2024,2027,4,"$30,000,000 ","$7,500,000 ",Rookie Extension,"$30,000,000.00 ",7500000.0,2023-24,1630202.0,Payton Pritchard,Payton,1610612738.0,BOS,26.0,82.0,64.0,18.0,0.78,22.3,3.6,7.7,0.468,1.8,4.7,0.385,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.7,0.5,0.1,0.3,1.3,0.8,9.6,5.5,19.5,3.0,0.0,19.1,2.0,1.0,348.0,23.0,218.0,187.0,182.0,226.0,103.0,112.0,139.0,362.0,388.0,172.0,217.0,260.0,253.0,108.0,286.0,334.0,488.0,277.0,338.0,350.0,192.0,20.0,209.0,135.0,38.0,205.0,2023-24,11.900000000000002,0.5994005994005993,3.5294823543529695e-05,37.38317757009345
T278,Goran Dragic,PG,PHX,25,2012,2015,4,"$30,000,000 ","$7,500,000 ",,"$39,812,717.77 ",9953179.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T278,Andre Roberson,SG,OKC,25,2017,2019,3,"$30,000,000 ","$10,000,000 ",,"$37,294,981.64 ",12431660.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T278,Tomas Satoransky,SG,WAS,27,2019,2021,3,"$30,000,000 ","$10,000,000 ",Free Agent,"$35,748,924.52 ",11916308.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Jalen Suggs,SG,ORL,20,2021,2024,4,"$29,955,705 ","$7,488,926 ",Rookie,"$33,594,049.74 ",8398512.44,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Bennedict Mathurin,SG,IND,20,2022,2025,4,"$29,936,173 ","$7,484,043 ",Rookie,"$31,727,137.09 ",7931784.27,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Cory Joseph,PG,TOR,23,2015,2018,4,"$29,890,000 ","$7,472,500 ",,"$38,428,198.31 ",9607049.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T286,Darius Garland,PG,CLE,18,2019,2022,4,"$29,083,315 ","$7,270,829 ",Rookie,"$34,656,574.43 ",8664143.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T286,Isaac Okoro,SG,CLE,18,2020,2023,4,"$29,083,315 ","$7,270,829 ",Rookie,"$34,241,445.44 ",8560361.36,2019-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T288,Earl Watson,PG,DEN,25,2005,2009,5,"$29,000,000 ","$5,800,000 ",,"$45,244,751.66 ",9048950.33,2004-05,2248.0,Earl Watson,Earl,1610612763.0,MEM,26.0,80.0,44.0,36.0,0.55,22.7,3.0,6.9,0.426,0.7,2.0,0.319,1.1,1.7,0.659,0.4,1.6,2.1,4.5,2.1,1.0,0.2,0.5,2.3,0.0,7.7,1.9,18.6,3.0,0.0,17.4,43.0,66.0,120.0,160.0,190.0,188.0,187.0,262.0,130.0,124.0,194.0,228.0,210.0,339.0,343.0,305.0,323.0,43.0,63.0,77.0,235.0,131.0,179.0,81.0,187.0,69.0,176.0,129.0,14.0,176.0,2004-05,8.9,0.5033995815899581,2.588287059858844e-05,29.90654205607476
T288,Jose Calderon,PG,DAL,31,2013,2016,4,"$29,000,000 ","$7,250,000 ",,"$37,940,317.73 ",9485079.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T288,D.J. Augustin,PG,ORL,28,2016,2019,4,"$29,000,000 ","$7,250,000 ",,"$36,817,916.67 ",9204479.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T288,Mike Miller,SG,MIA,29,2010,2014,5,"$29,000,000 ","$5,800,000 ",,"$40,514,901.42 ",8102980.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
